uid,pubdate,epubdate,source,authors,lastauthor,title,sorttitle,volume,issue,pages,lang,nlmuniqueid,issn,essn,pubtype,recordstatus,pubstatus,articleids,history,references,attributes,pmcrefcount,fulljournalname,elocationid,doctype,srccontriblist,booktitle,medium,edition,publisherlocation,publishername,srcdate,reportnumber,availablefromurl,locationlabel,doccontriblist,docdate,bookname,chapter,sortpubdate,sortfirstauthor,vernaculartitle
31132724,2019 Aug 15,2019 May 13,Biosens Bioelectron,"[{'name': 'Yadav S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kashaninejad N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Masud MK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yamauchi Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nguyen NT', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shiddiky MJA', 'authtype': 'Author', 'clusterid': ''}]",Shiddiky MJA,Autoantibodies as diagnostic and prognostic cancer biomarker: Detection techniques and approaches.,autoantibodies as diagnostic and prognostic cancer biomarker detection techniques and approaches,139,,111315,['eng'],9001289,0956-5663,1873-4235,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '31132724'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.bios.2019.111315'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0956-5663(19)30380-X'}]","[{'pubstatus': 'received', 'date': '2019/03/18 00:00'}, {'pubstatus': 'revised', 'date': '2019/05/07 00:00'}, {'pubstatus': 'accepted', 'date': '2019/05/08 00:00'}, {'pubstatus': 'pubmed', 'date': '2019/05/28 06:00'}, {'pubstatus': 'medline', 'date': '2019/11/30 06:00'}, {'pubstatus': 'entrez', 'date': '2019/05/28 06:00'}]",[],['Has Abstract'],,Biosensors & bioelectronics,doi: 10.1016/j.bios.2019.111315,citation,[],,,,,,,,,,[],,,,2019/08/15 00:00,Yadav S,
34182017,2021 Sep,2021 Jun 26,Adv Drug Deliv Rev,"[{'name': 'Xiao Q', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhang F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Xu L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yue L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kon OL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Zhu Y', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Guo T', 'authtype': 'Author', 'clusterid': ''}]",Guo T,High-throughput proteomics and AI for cancer biomarker discovery.,high throughput proteomics and ai for cancer biomarker discovery,176,,113844,['eng'],8710523,0169-409X,1872-8294,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '34182017'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.addr.2021.113844'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0169-409X(21)00236-2'}]","[{'pubstatus': 'received', 'date': '2021/05/06 00:00'}, {'pubstatus': 'revised', 'date': '2021/06/13 00:00'}, {'pubstatus': 'accepted', 'date': '2021/06/15 00:00'}, {'pubstatus': 'pubmed', 'date': '2021/06/29 06:00'}, {'pubstatus': 'medline', 'date': '2022/01/18 06:00'}, {'pubstatus': 'entrez', 'date': '2021/06/28 20:13'}]",[],['Has Abstract'],,Advanced drug delivery reviews,doi: 10.1016/j.addr.2021.113844,citation,[],,,,,,,,,,[],,,,2021/09/01 00:00,Xiao Q,
34176460,2022,,Curr Pharm Biotechnol,"[{'name': 'Oinam SD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Senjam SS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kamei R', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hanjabam JS', 'authtype': 'Author', 'clusterid': ''}]",Hanjabam JS,The Role of Lectin as Potential Biomarker in Ovarian Cancer.,role of lectin as potential biomarker in ovarian cancer,23,4,478-485,['eng'],100960530,1389-2010,1873-4316,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '34176460'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.2174/1389201022666210625125506'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'CPB-EPUB-116341'}]","[{'pubstatus': 'received', 'date': '2020/11/12 00:00'}, {'pubstatus': 'revised', 'date': '2021/02/17 00:00'}, {'pubstatus': 'accepted', 'date': '2021/03/22 00:00'}, {'pubstatus': 'pubmed', 'date': '2021/06/29 06:00'}, {'pubstatus': 'medline', 'date': '2022/01/20 06:00'}, {'pubstatus': 'entrez', 'date': '2021/06/28 05:28'}]",[],['Has Abstract'],,Current pharmaceutical biotechnology,doi: 10.2174/1389201022666210625125506,citation,[],,,,,,,,,,[],,,,2022/01/01 00:00,Oinam SD,
38116719,2023 Jul-Dec,2023 Dec 30,Expert Rev Proteomics,"[{'name': 'Jordan HA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Thomas SN', 'authtype': 'Author', 'clusterid': ''}]",Thomas SN,Novel proteomic technologies to address gaps in pre-clinical ovarian cancer biomarker discovery efforts.,novel proteomic technologies to address gaps in pre clinical ovarian cancer biomarker discovery efforts,20,12,439-450,['eng'],101223548,1478-9450,1744-8387,"['Journal Article', 'Review', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '38116719'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1080/14789450.2023.2295861'}]","[{'pubstatus': 'medline', 'date': '2024/01/02 11:43'}, {'pubstatus': 'pubmed', 'date': '2023/12/20 06:42'}, {'pubstatus': 'entrez', 'date': '2023/12/20 05:32'}]",[],['Has Abstract'],,Expert review of proteomics,doi: 10.1080/14789450.2023.2295861,citation,[],,,,,,,,,,[],,,,2023/07/01 00:00,Jordan HA,
30114930,2019 Jan,2018 Sep 5,Ann Clin Biochem,"[{'name': 'Duffy MJ', 'authtype': 'Author', 'clusterid': ''}]",Duffy MJ,Circulating tumour DNA as a cancer biomarker.,circulating tumour dna as a cancer biomarker,56,1,42-48,['eng'],0324055,0004-5632,1758-1001,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '30114930'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1177/0004563218798401'}]","[{'pubstatus': 'pubmed', 'date': '2018/08/18 06:00'}, {'pubstatus': 'medline', 'date': '2019/12/04 06:00'}, {'pubstatus': 'entrez', 'date': '2018/08/18 06:00'}]",[],['Has Abstract'],,Annals of clinical biochemistry,doi: 10.1177/0004563218798401,citation,[],,,,,,,,,,[],,,,2019/01/01 00:00,Duffy MJ,
29846104,2018 Nov,2018 May 30,Arch Pathol Lab Med,"[{'name': 'Wolff AC', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hammond MEH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Allison KH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Harvey BE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mangu PB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bartlett JMS', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bilous M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ellis IO', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fitzgibbons P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hanna W', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jenkins RB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Press MF', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Spears PA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Vance GH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Viale G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'McShane LM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Dowsett M', 'authtype': 'Author', 'clusterid': ''}]",Dowsett M,Human Epidermal Growth Factor Receptor 2 Testing in Breast Cancer: American Society of Clinical Oncology/College of American Pathologists Clinical Practice Guideline Focused Update.,human epidermal growth factor receptor 2 testing in breast cancer american society of clinical oncology college of american pathologists clinical practice guideline focused update,142,11,1364-1382,['eng'],7607091,0003-9985,1543-2165,"['Journal Article', 'Practice Guideline']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '29846104'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.5858/arpa.2018-0902-SA'}]","[{'pubstatus': 'pubmed', 'date': '2018/05/31 06:00'}, {'pubstatus': 'medline', 'date': '2019/06/22 06:00'}, {'pubstatus': 'entrez', 'date': '2018/05/31 06:00'}]",[],['Has Abstract'],,Archives of pathology & laboratory medicine,doi: 10.5858/arpa.2018-0902-SA,citation,[],,,,,,,,,,[],,,,2018/11/01 00:00,Wolff AC,
21394176,2011 Mar,,Nat Rev Urol,"[{'name': 'Oon SF', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pennington SR', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Fitzpatrick JM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Watson RW', 'authtype': 'Author', 'clusterid': ''}]",Watson RW,"Biomarker research in prostate cancer--towards utility, not futility.",biomarker research in prostate cancer towards utility not futility,8,3,131-8,['eng'],101500082,1759-4812,1759-4820,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '21394176'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1038/nrurol.2011.11'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'nrurol.2011.11'}]","[{'pubstatus': 'entrez', 'date': '2011/03/12 06:00'}, {'pubstatus': 'pubmed', 'date': '2011/03/12 06:00'}, {'pubstatus': 'medline', 'date': '2012/02/14 06:00'}]",[],['Has Abstract'],,Nature reviews. Urology,doi: 10.1038/nrurol.2011.11,citation,[],,,,,,,,,,[],,,,2011/03/01 00:00,Oon SF,
33327325,2020 Dec 11,,Medicine (Baltimore),"[{'name': 'Wang S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Yu P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Meng Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Feng L', 'authtype': 'Author', 'clusterid': ''}]",Feng L,The value of microRNA-203 as a biomarker for the prognosis of esophageal cancer: A protocol for systematic review and meta-analysis.,value of microrna 203 as a biomarker for the prognosis of esophageal cancer a protocol for systematic review and meta analysis,99,50,e23599,['eng'],2985248R,0025-7974,1536-5964,['Journal Article'],PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '33327325'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC7738148'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC7738148;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1097/MD.0000000000023599'}, {'idtype': 'pii', 'idtypen': 4, 'value': '00005792-202012110-00106'}]","[{'pubstatus': 'entrez', 'date': '2020/12/17 01:02'}, {'pubstatus': 'pubmed', 'date': '2020/12/18 06:00'}, {'pubstatus': 'medline', 'date': '2021/01/07 06:00'}, {'pubstatus': 'pmc-release', 'date': '2020/12/11 00:00'}]",[],['Has Abstract'],36,Medicine,doi: 10.1097/MD.0000000000023599,citation,[],,,,,,,,,,[],,,,2020/12/11 00:00,Wang S,
27550791,2017 Mar,2016 Oct 17,Proteomics,"[{'name': 'Huang Z', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ma L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Huang C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Li Q', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Nice EC', 'authtype': 'Author', 'clusterid': ''}]",Nice EC,Proteomic profiling of human plasma for cancer biomarker discovery.,proteomic profiling of human plasma for cancer biomarker discovery,17,6,,['eng'],101092707,1615-9853,1615-9861,"['Journal Article', 'Review', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '27550791'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1002/pmic.201600240'}]","[{'pubstatus': 'received', 'date': '2016/06/02 00:00'}, {'pubstatus': 'revised', 'date': '2016/08/03 00:00'}, {'pubstatus': 'accepted', 'date': '2016/08/18 00:00'}, {'pubstatus': 'pubmed', 'date': '2016/10/18 06:00'}, {'pubstatus': 'medline', 'date': '2017/10/11 06:00'}, {'pubstatus': 'entrez', 'date': '2016/08/24 06:00'}]",[],['Has Abstract'],,Proteomics,doi: 10.1002/pmic.201600240,citation,[],,,,,,,,,,[],,,,2017/03/01 00:00,Huang Z,
34397900,2021 Aug 13,,Medicine (Baltimore),"[{'name': 'Guo J', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Min K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Deng L', 'authtype': 'Author', 'clusterid': ''}]",Deng L,Potential value of tripartite motif-containing 59 as a biomarker for predicting the prognosis of patients with lung cancer: A protocol for systematic review and meta-analysis.,potential value of tripartite motif containing 59 as a biomarker for predicting the prognosis of patients with lung cancer a protocol for systematic review and meta analysis,100,32,e26868,['eng'],2985248R,0025-7974,1536-5964,['Journal Article'],PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '34397900'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC8360424'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC8360424;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1097/MD.0000000000026868'}, {'idtype': 'pii', 'idtypen': 4, 'value': '00005792-202108130-00034'}]","[{'pubstatus': 'received', 'date': '2021/07/21 00:00'}, {'pubstatus': 'accepted', 'date': '2021/07/22 00:00'}, {'pubstatus': 'entrez', 'date': '2021/08/16 12:51'}, {'pubstatus': 'pubmed', 'date': '2021/08/17 06:00'}, {'pubstatus': 'medline', 'date': '2021/09/01 06:00'}, {'pubstatus': 'pmc-release', 'date': '2021/08/13 00:00'}]",[],['Has Abstract'],29,Medicine,doi: 10.1097/MD.0000000000026868,citation,[],,,,,,,,,,[],,,,2021/08/13 00:00,Guo J,
25495037,2015 Mar,2014 Dec 15,Expert Rev Anticancer Ther,"[{'name': 'Shahanavaj K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gil-Bazo I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Castiglia M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Bronte G', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Passiglia F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carreca AP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'del Pozo JL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Russo A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Peeters M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Rolfo C', 'authtype': 'Author', 'clusterid': ''}]",Rolfo C,Cancer and the microbiome: potential applications as new tumor biomarker.,cancer and the microbiome potential applications as new tumor biomarker,15,3,317-30,['eng'],101123358,1473-7140,1744-8328,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '25495037'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1586/14737140.2015.992785'}]","[{'pubstatus': 'entrez', 'date': '2014/12/16 06:00'}, {'pubstatus': 'pubmed', 'date': '2014/12/17 06:00'}, {'pubstatus': 'medline', 'date': '2015/11/14 06:00'}]",[],['Has Abstract'],,Expert review of anticancer therapy,doi: 10.1586/14737140.2015.992785,citation,[],,,,,,,,,,[],,,,2015/03/01 00:00,Shahanavaj K,
34160797,2021,,Methods Mol Biol,"[{'name': 'Iaccarino I', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Klapper W', 'authtype': 'Author', 'clusterid': ''}]",Klapper W,LncRNA as Cancer Biomarkers.,lncrna as cancer biomarkers,2348,,27-41,['eng'],9214969,1064-3745,1940-6029,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '34160797'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1007/978-1-0716-1581-2_2'}]","[{'pubstatus': 'entrez', 'date': '2021/06/23 12:36'}, {'pubstatus': 'pubmed', 'date': '2021/06/24 06:00'}, {'pubstatus': 'medline', 'date': '2021/09/02 06:00'}]",[],['Has Abstract'],,"Methods in molecular biology (Clifton, N.J.)",doi: 10.1007/978-1-0716-1581-2_2,citation,[],,,,,,,,,,[],,,,2021/01/01 00:00,Iaccarino I,
28672780,2017 Jun 24,2017 Jun 24,Molecules,"[{'name': 'Wang B', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Akiba U', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Anzai JI', 'authtype': 'Author', 'clusterid': ''}]",Anzai JI,Recent Progress in Nanomaterial-Based Electrochemical Biosensors for Cancer Biomarkers: A Review.,recent progress in nanomaterial based electrochemical biosensors for cancer biomarkers a review,22,7,,['eng'],100964009,,1420-3049,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,3,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '28672780'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC6152304'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC6152304;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.3390/molecules22071048'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'molecules22071048'}]","[{'pubstatus': 'received', 'date': '2017/06/01 00:00'}, {'pubstatus': 'revised', 'date': '2017/06/21 00:00'}, {'pubstatus': 'accepted', 'date': '2017/06/22 00:00'}, {'pubstatus': 'entrez', 'date': '2017/07/05 06:00'}, {'pubstatus': 'pubmed', 'date': '2017/07/05 06:00'}, {'pubstatus': 'medline', 'date': '2018/03/30 06:00'}, {'pubstatus': 'pmc-release', 'date': '2017/06/24 00:00'}]",[],['Has Abstract'],119,"Molecules (Basel, Switzerland)",doi: 10.3390/molecules22071048,citation,[],,,,,,,,,,[],,,,2017/06/24 00:00,Wang B,
17919807,2007 Dec,2007 Oct 1,Eur Urol,"[{'name': 'Bensalah K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Montorsi F', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Shariat SF', 'authtype': 'Author', 'clusterid': ''}]",Shariat SF,Challenges of cancer biomarker profiling.,challenges of cancer biomarker profiling,52,6,1601-9,['eng'],7512719,0302-2838,,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '17919807'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.eururo.2007.09.036'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0302-2838(07)01210-9'}]","[{'pubstatus': 'received', 'date': '2007/07/29 00:00'}, {'pubstatus': 'accepted', 'date': '2007/09/19 00:00'}, {'pubstatus': 'pubmed', 'date': '2007/10/09 09:00'}, {'pubstatus': 'medline', 'date': '2008/01/25 09:00'}, {'pubstatus': 'entrez', 'date': '2007/10/09 09:00'}]",[],['Has Abstract'],,European urology,,citation,[],,,,,,,,,,[],,,,2007/12/01 00:00,Bensalah K,
24709545,2014 Mar-Apr,,Cancer Genomics Proteomics,"[{'name': 'Delgado AP', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Hamid S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brandao P', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Narayanan R', 'authtype': 'Author', 'clusterid': ''}]",Narayanan R,A novel transmembrane glycoprotein cancer biomarker present in the X chromosome.,novel transmembrane glycoprotein cancer biomarker present in the x chromosome,11,2,81-92,['eng'],101188791,1109-6535,1790-6245,"['Journal Article', 'Meta-Analysis', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '24709545'}, {'idtype': 'pii', 'idtypen': 4, 'value': '11/2/81'}]","[{'pubstatus': 'entrez', 'date': '2014/04/09 06:00'}, {'pubstatus': 'pubmed', 'date': '2014/04/09 06:00'}, {'pubstatus': 'medline', 'date': '2014/12/15 06:00'}]",[],['Has Abstract'],,Cancer genomics & proteomics,,citation,[],,,,,,,,,,[],,,,2014/03/01 00:00,Delgado AP,
38218039,2024 Feb,2024 Jan 3,Pathol Res Pract,"[{'name': 'Lee SH', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Brianna', 'authtype': 'Author', 'clusterid': ''}]",Brianna,Association of microRNA-21 expression with breast cancer subtypes and its potential as an early biomarker.,association of microrna 21 expression with breast cancer subtypes and its potential as an early biomarker,254,,155073,['eng'],7806109,0344-0338,1618-0631,"['Journal Article', 'Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '38218039'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1016/j.prp.2023.155073'}, {'idtype': 'pii', 'idtypen': 4, 'value': 'S0344-0338(23)00774-4'}]","[{'pubstatus': 'received', 'date': '2023/10/12 00:00'}, {'pubstatus': 'accepted', 'date': '2023/12/29 00:00'}, {'pubstatus': 'medline', 'date': '2024/02/11 07:42'}, {'pubstatus': 'pubmed', 'date': '2024/01/14 12:42'}, {'pubstatus': 'entrez', 'date': '2024/01/13 18:11'}]",[],['Has Abstract'],,"Pathology, research and practice",doi: 10.1016/j.prp.2023.155073,citation,[],,,,,,,,,,[],,,,2024/02/01 00:00,Lee SH,
35166350,2022 May 19,,Carcinogenesis,"[{'name': 'Owens GL', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Barr CE', 'authtype': 'Author', 'clusterid': ''}, {'name': 'White H', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Njoku K', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Crosbie EJ', 'authtype': 'Author', 'clusterid': ''}]",Crosbie EJ,Urinary biomarkers for the detection of ovarian cancer: a systematic review.,urinary biomarkers for the detection of ovarian cancer a systematic review,43,4,311-320,['eng'],8008055,0143-3334,1460-2180,"['Journal Article', 'Systematic Review', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,4,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '35166350'}, {'idtype': 'pmc', 'idtypen': 8, 'value': 'PMC9118979'}, {'idtype': 'pmcid', 'idtypen': 5, 'value': 'pmc-id: PMC9118979;'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1093/carcin/bgac016'}, {'idtype': 'pii', 'idtypen': 4, 'value': '6528767'}]","[{'pubstatus': 'received', 'date': '2021/09/13 00:00'}, {'pubstatus': 'revised', 'date': '2021/12/06 00:00'}, {'pubstatus': 'accepted', 'date': '2022/02/12 00:00'}, {'pubstatus': 'pubmed', 'date': '2022/02/16 06:00'}, {'pubstatus': 'medline', 'date': '2022/05/24 06:00'}, {'pubstatus': 'entrez', 'date': '2022/02/15 09:14'}, {'pubstatus': 'pmc-release', 'date': '2022/02/15 00:00'}]",[],['Has Abstract'],54,Carcinogenesis,doi: 10.1093/carcin/bgac016,citation,[],,,,,,,,,,[],,,,2022/05/19 00:00,Owens GL,
40574606,2025 Sep 1,2025 Jun 27,Curr Opin Urol,"[{'name': 'Assani KD', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Pierce JM', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Galloway LA', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tosoian JJ', 'authtype': 'Author', 'clusterid': ''}]",Tosoian JJ,Blood- and urine-based biomarkers for the detection of clinically significant prostate cancer: a contemporary review.,blood and urine based biomarkers for the detection of clinically significant prostate cancer a contemporary review,35,5,590-596,['eng'],9200621,0963-0643,1473-6586,"['Journal Article', 'Systematic Review']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '40574606'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.1097/MOU.0000000000001308'}, {'idtype': 'pii', 'idtypen': 4, 'value': '00042307-990000000-00262'}]","[{'pubstatus': 'medline', 'date': '2025/08/06 06:28'}, {'pubstatus': 'pubmed', 'date': '2025/06/27 06:26'}, {'pubstatus': 'entrez', 'date': '2025/06/27 03:43'}]",[],['Has Abstract'],,Current opinion in urology,doi: 10.1097/MOU.0000000000001308,citation,[],,,,,,,,,,[],,,,2025/09/01 00:00,Assani KD,
27841667,2016 Dec,2016 Nov 14,Arch Pathol Lab Med,"[{'name': 'Bartley AN', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Washington MK', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ventura CB', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ismaila N', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Colasacco C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Benson AB 3rd', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Carrato A', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Gulley ML', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Jain D', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Kakar S', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Mackay HJ', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Streutker C', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Tang L', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Troxell M', 'authtype': 'Author', 'clusterid': ''}, {'name': 'Ajani JA', 'authtype': 'Author', 'clusterid': ''}]",Ajani JA,"HER2 Testing and Clinical Decision Making in Gastroesophageal Adenocarcinoma: Guideline From the College of American Pathologists, American Society for Clinical Pathology, and American Society of Clinical Oncology.",her2 testing and clinical decision making in gastroesophageal adenocarcinoma guideline from the college of american pathologists american society for clinical pathology and american society of clinical oncology,140,12,1345-1363,['eng'],7607091,0003-9985,1543-2165,"['Journal Article', 'Practice Guideline']",PubMed - indexed for MEDLINE,256,"[{'idtype': 'pubmed', 'idtypen': 1, 'value': '27841667'}, {'idtype': 'doi', 'idtypen': 3, 'value': '10.5858/arpa.2016-0331-CP'}]","[{'pubstatus': 'pubmed', 'date': '2016/11/15 06:00'}, {'pubstatus': 'medline', 'date': '2017/02/18 06:00'}, {'pubstatus': 'entrez', 'date': '2016/11/15 06:00'}]",[],['Has Abstract'],,Archives of pathology & laboratory medicine,,citation,[],,,,,,,,,,[],,,,2016/12/01 00:00,Bartley AN,
