sample_id,cell_line,tissue_site
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BC1_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CROAP2_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CTB1_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,FARAGE_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JSC1_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RCK8_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SCC3_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SLVL_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TK_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TUR_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,VAL_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EB3_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P32ISH_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MCCAR_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HC1_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MLMA_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOT_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HS445_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KY821_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALLPO_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BE13_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,GRST_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HAL01_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LC41_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ATN1_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,H9_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,YT_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ARH77_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,IM9_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
CS1_BONE,CS1,BONE
CHSA8926_BONE,CHSA8926,BONE
ES1_BONE,ES1,BONE
ES3_BONE,ES3,BONE
ES4_BONE,ES4,BONE
ES5_BONE,ES5,BONE
ES7_BONE,ES7,BONE
ES8_BONE,ES8,BONE
EW1_BONE,EW1,BONE
EW11_BONE,EW11,BONE
EW12_BONE,EW12,BONE
EW13_BONE,EW13,BONE
EW16_BONE,EW16,BONE
EW18_BONE,EW18,BONE
EW22_BONE,EW22,BONE
EW24_BONE,EW24,BONE
EW3_BONE,EW3,BONE
EW7_BONE,EW7,BONE
CAL72_BONE,CAL72,BONE
HUO3N1_BONE,HUO3N1,BONE
HUO9_BONE,HUO9,BONE
NOS1_BONE,NOS1,BONE
NY_BONE,NY,BONE
COLO824_BREAST,COLO824,BREAST
MDAMB330_BREAST,MDAMB330,BREAST
MFM223_BREAST,MFM223,BREAST
MRKNU1_BREAST,MRKNU1,BREAST
OCUBM_BREAST,OCUBM,BREAST
EGI1_BILIARY_TRACT,EGI1_BILIARY,TRACT
ETK1_BILIARY_TRACT,ETK1_BILIARY,TRACT
TGBC1TKB_BILIARY_TRACT,TGBC1TKB_BILIARY,TRACT
TGBC24TKB_BILIARY_TRACT,TGBC24TKB_BILIARY,TRACT
CAR1_LARGE_INTESTINE,CAR1_LARGE,INTESTINE
GP5D_LARGE_INTESTINE,GP5D_LARGE,INTESTINE
HCC2998_LARGE_INTESTINE,HCC2998_LARGE,INTESTINE
NCIH630_LARGE_INTESTINE,NCIH630_LARGE,INTESTINE
GT3TKB_STOMACH,GT3TKB,STOMACH
HSC39_STOMACH,HSC39,STOMACH
MKN28_STOMACH,MKN28,STOMACH
RF48_STOMACH,RF48,STOMACH
SCH_STOMACH,SCH,STOMACH
SKGT2_STOMACH,SKGT2,STOMACH
SW13_ADRENAL_CORTEX,SW13_ADRENAL,CORTEX
BB65RCC_KIDNEY,BB65RCC,KIDNEY
HA7RCC_KIDNEY,HA7RCC,KIDNEY
LB1047RCC_KIDNEY,LB1047RCC,KIDNEY
LB2241RCC_KIDNEY,LB2241RCC,KIDNEY
LB996RCC_KIDNEY,LB996RCC,KIDNEY
NCC010_KIDNEY,NCC010,KIDNEY
NCC021_KIDNEY,NCC021,KIDNEY
RCCAB_KIDNEY,RCCAB,KIDNEY
RCCER_KIDNEY,RCCER,KIDNEY
RCCFG2_KIDNEY,RCCFG2,KIDNEY
RCCJW_KIDNEY,RCCJW,KIDNEY
RCCMF_KIDNEY,RCCMF,KIDNEY
RXF393_KIDNEY,RXF393,KIDNEY
SN12C_KIDNEY,SN12C,KIDNEY
201T_LUNG,201T,LUNG
EMCBAC1_LUNG,EMCBAC1,LUNG
EMCBAC2_LUNG,EMCBAC2,LUNG
LC2AD_LUNG,LC2AD,LUNG
NCIH1993_LUNG,NCIH1993,LUNG
NCIH720_LUNG,NCIH720,LUNG
NCIH835_LUNG,NCIH835,LUNG
UMC11_LUNG,UMC11,LUNG
NCIH1770_LUNG,NCIH1770,LUNG
NCIH2135_LUNG,NCIH2135,LUNG
CORL321_PLEURA,CORL321,PLEURA
CORL303_LUNG,CORL303,LUNG
CORL32_LUNG,CORL32,LUNG
ISTSL1_LUNG,ISTSL1,LUNG
ISTSL2_LUNG,ISTSL2,LUNG
LB647SCLC_LUNG,LB647SCLC,LUNG
LU134A_LUNG,LU134A,LUNG
LU135_LUNG,LU135,LUNG
LU139_LUNG,LU139,LUNG
LU165_LUNG,LU165,LUNG
MS1_LUNG,MS1,LUNG
NCIH1417_LUNG,NCIH1417,LUNG
NCIH1688_LUNG,NCIH1688,LUNG
NCIH250_LUNG,NCIH250,LUNG
NCIH345_LUNG,NCIH345,LUNG
NCIH378_LUNG,NCIH378,LUNG
NCIH64_LUNG,NCIH64,LUNG
NCIH748_LUNG,NCIH748,LUNG
NCIH847_LUNG,NCIH847,LUNG
SBC1_LUNG,SBC1,LUNG
H2369_PLEURA,H2369,PLEURA
NCIH2373_PLEURA,NCIH2373,PLEURA
NCIH2461_PLEURA,NCIH2461,PLEURA
NCIH2591_PLEURA,NCIH2591,PLEURA
NCIH2595_PLEURA,NCIH2595,PLEURA
NCIH2722_PLEURA,NCIH2722,PLEURA
NCIH2731_PLEURA,NCIH2731,PLEURA
NCIH2795_PLEURA,NCIH2795,PLEURA
NCIH2803_PLEURA,NCIH2803,PLEURA
NCIH2804_PLEURA,NCIH2804,PLEURA
NCIH2810_PLEURA,NCIH2810,PLEURA
NCIH2818_PLEURA,NCIH2818,PLEURA
NCIH2869_PLEURA,NCIH2869,PLEURA
H290_PLEURA,H290,PLEURA
D247MG_CENTRAL_NERVOUS_SYSTEM,D247MG_CENTRAL_NERVOUS,SYSTEM
D263MG_CENTRAL_NERVOUS_SYSTEM,D263MG_CENTRAL_NERVOUS,SYSTEM
D336MG_CENTRAL_NERVOUS_SYSTEM,D336MG_CENTRAL_NERVOUS,SYSTEM
D392MG_CENTRAL_NERVOUS_SYSTEM,D392MG_CENTRAL_NERVOUS,SYSTEM
D502MG_CENTRAL_NERVOUS_SYSTEM,D502MG_CENTRAL_NERVOUS,SYSTEM
D542MG_CENTRAL_NERVOUS_SYSTEM,D542MG_CENTRAL_NERVOUS,SYSTEM
D566MG_CENTRAL_NERVOUS_SYSTEM,D566MG_CENTRAL_NERVOUS,SYSTEM
KNS81FD_CENTRAL_NERVOUS_SYSTEM,KNS81FD_CENTRAL_NERVOUS,SYSTEM
LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM,LNZTA3WT4_CENTRAL_NERVOUS,SYSTEM
SKMG1_CENTRAL_NERVOUS_SYSTEM,SKMG1_CENTRAL_NERVOUS,SYSTEM
PFSK1_CENTRAL_NERVOUS_SYSTEM,PFSK1_CENTRAL_NERVOUS,SYSTEM
BE2M17_AUTONOMIC_GANGLIA,BE2M17_AUTONOMIC,GANGLIA
CHP134_AUTONOMIC_GANGLIA,CHP134_AUTONOMIC,GANGLIA
GIMEN_AUTONOMIC_GANGLIA,GIMEN_AUTONOMIC,GANGLIA
GOTO_AUTONOMIC_GANGLIA,GOTO_AUTONOMIC,GANGLIA
IMR5_AUTONOMIC_GANGLIA,IMR5_AUTONOMIC,GANGLIA
LAN6_AUTONOMIC_GANGLIA,LAN6_AUTONOMIC,GANGLIA
NBTU110_AUTONOMIC_GANGLIA,NBTU110_AUTONOMIC,GANGLIA
NB10_AUTONOMIC_GANGLIA,NB10_AUTONOMIC,GANGLIA
NB12_AUTONOMIC_GANGLIA,NB12_AUTONOMIC,GANGLIA
NB13_AUTONOMIC_GANGLIA,NB13_AUTONOMIC,GANGLIA
NB14_AUTONOMIC_GANGLIA,NB14_AUTONOMIC,GANGLIA
NB17_AUTONOMIC_GANGLIA,NB17_AUTONOMIC,GANGLIA
NB5_AUTONOMIC_GANGLIA,NB5_AUTONOMIC,GANGLIA
NB6_AUTONOMIC_GANGLIA,NB6_AUTONOMIC,GANGLIA
NB69_AUTONOMIC_GANGLIA,NB69_AUTONOMIC,GANGLIA
NB7_AUTONOMIC_GANGLIA,NB7_AUTONOMIC,GANGLIA
NH12_AUTONOMIC_GANGLIA,NH12_AUTONOMIC,GANGLIA
TGW_AUTONOMIC_GANGLIA,TGW_AUTONOMIC,GANGLIA
MZ1PC_PANCREAS,MZ1PC,PANCREAS
PL18_PANCREAS,PL18,PANCREAS
PL4_PANCREAS,PL4,PANCREAS
CP50MELB_SKIN,CP50MELB,SKIN
CP66MEL_SKIN,CP66MEL,SKIN
GAK_SKIN,GAK,SKIN
GMEL_SKIN,GMEL,SKIN
HMVII_SKIN,HMVII,SKIN
ISTMEL1_SKIN,ISTMEL1,SKIN
LB2518MEL_SKIN,LB2518MEL,SKIN
LB373MELD_SKIN,LB373MELD,SKIN
MMACSF_SKIN,MMACSF,SKIN
MZ2MEL_SKIN,MZ2MEL,SKIN
MZ7MEL_SKIN,MZ7MEL,SKIN
WM1552C_SKIN,WM1552C,SKIN
WM278_SKIN,WM278,SKIN
WM35_SKIN,WM35,SKIN
A388_SKIN,A388,SKIN
A431_SKIN,A431,SKIN
DJM1_SKIN,DJM1,SKIN
SW684_SOFT_TISSUE,SW684_SOFT,TISSUE
RH1_SOFT_TISSUE,RH1_SOFT,TISSUE
MFHINO_SOFT_TISSUE,MFHINO_SOFT,TISSUE
SW872_SOFT_TISSUE,SW872_SOFT,TISSUE
SW982_SOFT_TISSUE,SW982_SOFT,TISSUE
VAESBJ_SOFT_TISSUE,VAESBJ_SOFT,TISSUE
ASH3_THYROID,ASH3,THYROID
IHH4_THYROID,IHH4,THYROID
K5_THYROID,K5,THYROID
RO82W1_THYROID,RO82W1,THYROID
DSH1_URINARY_TRACT,DSH1_URINARY,TRACT
LB831BLC_URINARY_TRACT,LB831BLC_URINARY,TRACT
C33A_CERVIX,C33A,CERVIX
C4I_CERVIX,C4I,CERVIX
CAL39_VULVA,CAL39,VULVA
CASKI_CERVIX,CASKI,CERVIX
DOTC24510_CERVIX,DOTC24510,CERVIX
HT3_CERVIX,HT3,CERVIX
ME180_CERVIX,ME180,CERVIX
MS751_CERVIX,MS751,CERVIX
SISO_CERVIX,SISO,CERVIX
SKGIIIA_CERVIX,SKGIIIA,CERVIX
SW756_CERVIX,SW756,CERVIX
TCYIK_CERVIX,TCYIK,CERVIX
HEC1_ENDOMETRIUM,HEC1,ENDOMETRIUM
JHOS3_OVARY,JHOS3,OVARY
KGN_OVARY,KGN,OVARY
OV17R_OVARY,OV17R,OVARY
OVCA420_OVARY,OVCA420,OVARY
OVMIU_OVARY,OVMIU,OVARY
PA1_OVARY,PA1,OVARY
PEO1_OVARY,PEO1,OVARY
SW626_LARGE_INTESTINE,SW626_LARGE,INTESTINE
UWB1289_OVARY,UWB1289,OVARY
BPH1_PROSTATE,BPH1,PROSTATE
PWR1E_PROSTATE,PWR1E,PROSTATE
NCCIT_TESTIS,NCCIT,TESTIS
NEC8_TESTIS,NEC8,TESTIS
NTERA2CLD1_TESTIS,NTERA2CLD1,TESTIS
JAR_PLACENTA,JAR,PLACENTA
JEG3_PLACENTA,JEG3,PLACENTA
SW954_CERVIX,SW954,CERVIX
SW962_VULVA,SW962,VULVA
SKN_ENDOMETRIUM,SKN,ENDOMETRIUM
BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BC3_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BONNA12_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
ES6_BONE,ES6,BONE
DIFI_LARGE_INTESTINE,DIFI_LARGE,INTESTINE
RCCJF_KIDNEY,RCCJF,KIDNEY
SW156_KIDNEY,SW156,KIDNEY
PC3JPC3_LUNG,PC3JPC3,LUNG
NCIH740_LUNG,NCIH740,LUNG
NCIH1304_LUNG,NCIH1304,LUNG
D423MG_CENTRAL_NERVOUS_SYSTEM,D423MG_CENTRAL_NERVOUS,SYSTEM
KPNYS_AUTONOMIC_GANGLIA,KPNYS_AUTONOMIC,GANGLIA
MCIXC_AUTONOMIC_GANGLIA,MCIXC_AUTONOMIC,GANGLIA
CP67MEL_SKIN,CP67MEL,SKIN
HS633T_SOFT_TISSUE,HS633T_SOFT,TISSUE
OMC1_CERVIX,OMC1,CERVIX
HEY_OVARY,HEY,OVARY
JHU029_UPPER_AERODIGESTIVE_TRACT,JHU029_UPPER_AERODIGESTIVE,TRACT
SCC90_UPPER_AERODIGESTIVE_TRACT,SCC90_UPPER_AERODIGESTIVE,TRACT
OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
CHSA0011_BONE,CHSA0011,BONE
CHSA0108_BONE,CHSA0108,BONE
K2_SKIN,K2,SKIN
STS0421_SOFT_TISSUE,STS0421_SOFT,TISSUE
MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYM12_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NK92MI_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
YMB1E_BREAST,YMB1E,BREAST
RERFLCFM_LUNG,RERFLCFM,LUNG
D245MG_CENTRAL_NERVOUS_SYSTEM,D245MG_CENTRAL_NERVOUS,SYSTEM
VMRCMELG_SKIN,VMRCMELG,SKIN
OVCA433_OVARY,OVCA433,OVARY
TMK1_STOMACH,TMK1,STOMACH
SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SC1_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
UCH2_BONE,UCH2,BONE
ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ML2_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DG75_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
HEMCSS_BONE,HEMCSS,BONE
NCIH187_LUNG,NCIH187,LUNG
SBC3_LUNG,SBC3,LUNG
NCIH513_PLEURA,NCIH513,PLEURA
KINGS1_CENTRAL_NERVOUS_SYSTEM,KINGS1_CENTRAL_NERVOUS,SYSTEM
LN405_CENTRAL_NERVOUS_SYSTEM,LN405_CENTRAL_NERVOUS,SYSTEM
NO10_CENTRAL_NERVOUS_SYSTEM,NO10_CENTRAL_NERVOUS,SYSTEM
NO11_CENTRAL_NERVOUS_SYSTEM,NO11_CENTRAL_NERVOUS,SYSTEM
451LU_SKIN,451LU,SKIN
M14_SKIN,M14,SKIN
HTCC3_THYROID,HTCC3,THYROID
HELA_CERVIX,HELA,CERVIX
NCIH128_LUNG,NCIH128,LUNG
OMM23_EYE,OMM23,EYE
OMM25_EYE,OMM25,EYE
SUM52PE_BREAST,SUM52PE,BREAST
MAVER1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MAVER1_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
MEL202_EYE,MEL202,EYE
Z138_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Z138_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
MEL285_EYE,MEL285,EYE
WS1_SKIN,WS1,SKIN
T778_SOFT_TISSUE,T778_SOFT,TISSUE
KMH2_THYROID,KMH2,THYROID
MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MC1010_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
LIM1215_LARGE_INTESTINE,LIM1215_LARGE,INTESTINE
MCC13_SKIN,MCC13,SKIN
TASK1_CENTRAL_NERVOUS_SYSTEM,TASK1_CENTRAL_NERVOUS,SYSTEM
UDSCC2_UPPER_AERODIGESTIVE_TRACT,UDSCC2_UPPER_AERODIGESTIVE,TRACT
SARC9371_BONE,SARC9371,BONE
MCC26_SKIN,MCC26,SKIN
NBSUSSR_AUTONOMIC_GANGLIA,NBSUSSR_AUTONOMIC,GANGLIA
GEO_LARGE_INTESTINE,GEO_LARGE,INTESTINE
NCIH2330_LUNG,NCIH2330,LUNG
LP6_SOFT_TISSUE,LP6_SOFT,TISSUE
HS578BST_BREAST,HS578BST,BREAST
LC1SQ_LUNG,LC1SQ,LUNG
HS895T_SKIN,HS895T,SKIN
HS940T_SKIN,HS940T,SKIN
HS739T_BREAST,HS739T,BREAST
X5637_URINARY_TRACT,X5637_URINARY,TRACT
T173_BONE,T173,BONE
HS618T_LUNG,HS618T,LUNG
HS870T_BONE,HS870T,BONE
HS742T_BREAST,HS742T,BREAST
AZ521_STOMACH,AZ521,STOMACH
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HS604T_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HS751T_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
X59M_OVARY,X59M,OVARY
ALEXANDERCELLS_LIVER,ALEXANDERCELLS,LIVER
HS675T_LARGE_INTESTINE,HS675T_LARGE,INTESTINE
HS839T_SKIN,HS839T,SKIN
HS819T_BONE,HS819T,BONE
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TO175T_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
HS840T_UPPER_AERODIGESTIVE_TRACT,HS840T_UPPER_AERODIGESTIVE,TRACT
HS229T_LUNG,HS229T,LUNG
HS688AT_SKIN,HS688AT,SKIN
HS822T_BONE,HS822T,BONE
HS737T_BONE,HS737T,BONE
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HS616T_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
HS600T_SKIN,HS600T,SKIN
TE159T_SOFT_TISSUE,TE159T_SOFT,TISSUE
X143B_BONE,X143B,BONE
X769P_KIDNEY,X769P,KIDNEY
X786O_KIDNEY,X786O,KIDNEY
HLFA_LUNG,HLFA,LUNG
X42MGBA_CENTRAL_NERVOUS_SYSTEM,X42MGBA_CENTRAL_NERVOUS,SYSTEM
X1321N1_CENTRAL_NERVOUS_SYSTEM,X1321N1_CENTRAL_NERVOUS,SYSTEM
X8MGBA_CENTRAL_NERVOUS_SYSTEM,X8MGBA_CENTRAL_NERVOUS,SYSTEM
X22RV1_PROSTATE,X22RV1,PROSTATE
HS606T_BREAST,HS606T,BREAST
TIG3TD_LUNG,TIG3TD,LUNG
SF767_CENTRAL_NERVOUS_SYSTEM,SF767_CENTRAL_NERVOUS,SYSTEM
HS172T_URINARY_TRACT,HS172T_URINARY,TRACT
TE125T_SOFT_TISSUE,TE125T_SOFT,TISSUE
X8305C_THYROID,X8305C,THYROID
DM3_PLEURA,DM3,PLEURA
HS698T_LARGE_INTESTINE,HS698T_LARGE,INTESTINE
HS281T_BREAST,HS281T,BREAST
HS934T_SKIN,HS934T,SKIN
HS274T_BREAST,HS274T,BREAST
HS863T_BONE,HS863T,BONE
HS821T_BONE,HS821T,BONE
HS343T_BREAST,HS343T,BREAST
HS888T_BONE,HS888T,BONE
X8505C_THYROID,X8505C,THYROID
S117_SOFT_TISSUE,S117_SOFT,TISSUE
X697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,X697_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
X2313287_STOMACH,X2313287,STOMACH
X639V_URINARY_TRACT,X639V_URINARY,TRACT
X647V_URINARY_TRACT,X647V_URINARY,TRACT
127399_SOFT_TISSUE,127399_SOFT,TISSUE
ANGMCSS_CENTRAL_NERVOUS_SYSTEM,ANGMCSS_CENTRAL_NERVOUS,SYSTEM
BIN67_OVARY,BIN67,OVARY
C10_LARGE_INTESTINE,C10_LARGE,INTESTINE
C125PM_LARGE_INTESTINE,C125PM_LARGE,INTESTINE
C75_LARGE_INTESTINE,C75_LARGE,INTESTINE
C80_LARGE_INTESTINE,C80_LARGE,INTESTINE
C84_LARGE_INTESTINE,C84_LARGE,INTESTINE
C99_LARGE_INTESTINE,C99_LARGE,INTESTINE
CHLA06ATRT_SOFT_TISSUE,CHLA06ATRT_SOFT,TISSUE
CHLA15_AUTONOMIC_GANGLIA,CHLA15_AUTONOMIC,GANGLIA
CHLA218_BONE,CHLA218,BONE
CHLA258_BONE,CHLA258,BONE
CHLA266_SOFT_TISSUE,CHLA266_SOFT,TISSUE
CHLA32_BONE,CHLA32,BONE
CHLA57_BONE,CHLA57,BONE
CHLA99_BONE,CHLA99,BONE
CHLA9_BONE,CHLA9,BONE
CME1_SOFT_TISSUE,CME1_SOFT,TISSUE
COGAR359_SOFT_TISSUE,COGAR359_SOFT,TISSUE
COGE352_BONE,COGE352,BONE
COGN278_AUTONOMIC_GANGLIA,COGN278_AUTONOMIC,GANGLIA
COGN305_AUTONOMIC_GANGLIA,COGN305_AUTONOMIC,GANGLIA
COLO794_SKIN,COLO794,SKIN
DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DERL2_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
DIPG007_CENTRAL_NERVOUS_SYSTEM,DIPG007_CENTRAL_NERVOUS,SYSTEM
DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,DL40_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
EWS834_BONE,EWS834,BONE
FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,FEPD_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
GBM001_CENTRAL_NERVOUS_SYSTEM,GBM001_CENTRAL_NERVOUS,SYSTEM
HKA1_SKIN,HKA1,SKIN
HMY1_SKIN,HMY1,SKIN
HSC1_SKIN,HSC1,SKIN
JHC7_BONE,JHC7,BONE
JOPACA1_PANCREAS,JOPACA1,PANCREAS
KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,KHYG_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L82_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
LAN2_AUTONOMIC_GANGLIA,LAN2_AUTONOMIC,GANGLIA
MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MAC2A_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
MB1_THYROID,MB1,THYROID
MCC142_SKIN,MCC142,SKIN
MERO14_LUNG,MERO14,LUNG
MERO25_LUNG,MERO25,LUNG
MERO41_LUNG,MERO41,LUNG
MERO48A_LUNG,MERO48A,LUNG
MERO82_LUNG,MERO82,LUNG
MERO83_LUNG,MERO83,LUNG
MERO84_LUNG,MERO84,LUNG
MERO95_LUNG,MERO95,LUNG
MM127_SKIN,MM127,SKIN
MM370_SKIN,MM370,SKIN
MM383_SKIN,MM383,SKIN
MM386_SKIN,MM386,SKIN
MM415_SKIN,MM415,SKIN
MM426_SKIN,MM426,SKIN
MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MTA_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
MUGCHOR1_BONE,MUGCHOR1,BONE
MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MYLA_HAEMATOPOIETIC_AND_LYMPHOID,TISSUE
